OrderID,CustomerID,StoreID,OrderDate
560,4223,2,2025-04-15
561,7661,8,2025-03-24
562,3100,15,2025-05-24
563,6003,7,2024-12-17
564,2435,8,2026-06-08
565,3117,20,2025-05-20
566,9688,13,2026-05-27
567,2398,20,2025-06-26
568,9758,15,2025-11-30
569,1717,18,2025-03-08
570,5464,11,2024-08-26
571,8743,15,2024-10-12
572,3977,7,2026-01-23
573,2886,19,2024-08-26
574,5939,13,2025-10-22
575,6836,9,2025-03-13
576,9990,8,2024-08-06
577,5443,8,2025-09-01
578,140,5,2024-09-03
579,7429,16,2024-08-28
580,1762,16,2026-04-20
581,6577,16,2025-02-05
582,8382,15,2025-11-03
583,5289,3,2025-10-20
584,782,2,2025-05-19
585,847,3,2025-12-28
586,5076,19,2025-08-09
587,9451,14,2025-05-31
588,1896,5,2025-03-05
589,5215,13,2025-01-10
590,5415,7,2024-12-02
591,6904,8,2024-09-06
592,7187,11,2025-11-11
593,6077,20,2024-10-25
594,145,13,2024-12-15
595,6693,6,2026-01-12
596,6682,2,2025-06-21
597,559,19,2024-10-02
598,801,8,2025-11-13
599,4418,9,2026-04-04
600,1113,12,2025-02-07
601,2944,6,2026-04-19
602,4865,13,2025-12-09
603,4887,11,2024-09-15
604,7616,19,2025-01-04
605,3702,4,2024-09-21
606,8662,8,2026-03-28
607,5598,19,2025-02-17
608,791,13,2026-01-19
609,4238,8,2024-11-05
610,5652,7,2025-04-02
611,9829,13,2024-12-01
612,9477,6,2026-03-12
613,8817,6,2026-07-02
614,9859,3,2024-12-04
615,7515,4,2026-01-04
616,3378,7,2025-06-10
617,928,6,2026-04-07
618,6196,18,2024-08-06
619,114,11,2025-08-29
620,825,1,2026-03-17
621,7860,5,2024-12-01
622,6684,5,2024-12-13
623,2516,13,2024-07-15
624,6855,10,2024-10-06
625,1813,17,2024-12-06
626,9968,11,2026-04-05
627,9652,5,2026-04-27
628,8505,1,2024-08-03
629,7115,6,2024-08-15
630,4996,5,2025-01-25
631,4959,7,2026-01-20
632,3613,1,2025-09-23
633,371,14,2025-04-19
634,5584,16,2026-05-01
635,4641,6,2024-12-19
636,9647,17,2025-11-28
637,9907,2,2026-04-17
638,2163,17,2026-01-04
639,3151,5,2026-05-13
640,209,3,2024-11-29
641,2844,13,2025-04-20
642,7090,10,2024-11-17
643,417,7,2026-01-18
644,1400,13,2026-04-01
645,7197,19,2026-07-11
646,9670,14,2025-03-28
647,5698,2,2024-09-12
648,8159,20,2024-08-21
649,8246,7,2024-12-03
650,5833,6,2026-04-07
651,7760,14,2024-11-01
652,6,14,2026-01-27
653,1427,19,2025-01-02
654,4993,1,2024-10-26
655,3648,2,2024-11-20
656,5782,3,2025-09-03
657,5989,15,2024-10-07
658,4153,9,2025-10-08
659,3461,12,2025-04-04
660,705,12,2025-11-10
661,4137,14,2025-06-28
662,8023,14,2025-05-22
663,7516,4,2025-09-16
664,6720,20,2024-07-18
665,5520,19,2025-05-26
666,9574,17,2025-11-25
667,1687,2,2024-10-09
668,8012,18,2025-03-14
669,5249,8,2025-12-25
670,5238,5,2024-08-16
671,4533,19,2026-06-08
672,9183,1,2026-06-13
673,5315,14,2025-04-21
674,454,20,2025-11-11
675,8723,20,2026-01-11
676,3537,7,2025-02-24
677,7771,9,2026-06-24
678,4643,7,2025-01-20
679,6667,8,2026-04-17
680,655,16,2026-04-21
681,9132,15,2025-11-28
682,5779,7,2025-03-25
683,8309,20,2025-02-04
684,6399,16,2024-09-06
685,3407,16,2025-09-19
686,619,3,2025-03-27
687,1140,18,2025-08-31
688,2277,20,2024-08-14
689,1811,7,2024-09-20
690,910,14,2024-12-05
691,7650,9,2026-06-07
692,6100,19,2025-05-17
693,5080,19,2026-05-10
694,4512,5,2024-12-24
695,2461,14,2026-06-27
696,9572,14,2026-04-07
697,7715,5,2025-12-28
698,7739,2,2025-03-22
699,5581,2,2025-08-23
700,1737,15,2024-12-15
701,6539,16,2025-09-01
702,6373,20,2025-12-27
703,7274,13,2026-05-15
704,9545,13,2026-06-01
705,6398,8,2026-05-15
706,66,12,2025-10-07
707,3029,11,2026-04-15
708,1317,9,2025-04-09
709,1843,3,2026-02-16
710,3643,14,2024-12-21
711,1968,19,2026-02-22
712,6507,17,2025-01-10
713,4775,5,2026-02-13
714,8731,10,2025-11-25
715,149,8,2025-07-10
716,8264,16,2026-04-14
717,2977,2,2025-10-02
718,9250,15,2024-09-03
719,7406,14,2025-07-08
720,6441,13,2026-02-04
721,5338,5,2024-08-23
722,3288,8,2024-08-11
723,3573,18,2024-09-08
724,964,15,2026-02-27
725,8051,5,2025-05-26
726,8692,2,2025-09-19
727,2211,15,2025-01-03
728,5733,20,2024-07-21
729,9235,7,2026-04-30
730,827,12,2025-12-01
731,7336,8,2024-07-19
732,7410,3,2025-11-07
733,9243,15,2024-10-28
734,953,20,2026-02-11
735,6938,20,2025-04-19
736,9091,20,2024-11-10
737,6345,20,2026-06-20
738,2282,11,2025-01-07
739,257,7,2024-07-21
740,2348,5,2025-08-14
741,2778,17,2026-01-03
742,1271,7,2025-12-11
743,5568,10,2025-09-30
744,1457,18,2026-03-13
745,60,18,2025-12-03
746,3919,13,2026-07-05
747,3580,10,2026-05-06
748,3415,18,2026-06-12
749,3930,18,2025-04-24
750,808,13,2025-12-07
751,483,2,2024-10-18
752,9273,20,2025-11-29
753,1181,14,2025-12-14
754,9218,5,2025-12-29
755,6471,8,2025-04-04
756,5944,19,2026-03-14
757,1358,3,2026-01-23
758,9633,5,2025-12-13
759,9224,20,2025-12-24
760,2891,12,2025-12-15
761,1773,4,2025-12-27
762,4837,4,2025-02-09
763,7349,7,2025-04-01
764,9635,12,2025-02-08
765,4287,14,2025-07-30
766,8688,10,2024-07-28
767,7796,17,2025-04-24
768,8849,9,2025-08-31
769,4931,15,2026-02-23
770,3537,11,2025-06-05
771,1693,8,2026-01-19
772,872,11,2024-07-15
773,7030,14,2026-02-25
774,7378,8,2025-04-24
775,4076,18,2024-09-07
776,4227,10,2025-09-16
777,1108,1,2026-01-28
778,6290,3,2026-07-11
779,2962,19,2024-07-23
780,6131,12,2025-01-17
781,5589,2,2025-10-25
782,9478,3,2025-01-29
783,7128,7,2025-03-05
784,7663,1,2025-07-29
785,3713,6,2024-07-26
786,6820,14,2026-04-03
787,2573,17,2026-04-04
788,6369,5,2024-07-16
789,451,17,2025-06-30
790,8959,7,2025-09-16
791,126,17,2024-07-12
792,5387,15,2024-10-13
793,505,10,2024-09-10
794,1833,16,2025-05-16
795,6273,1,2025-06-05
796,9737,6,2025-10-24
797,8522,18,2025-02-15
798,1402,4,2025-08-19
799,7763,19,2024-09-06
800,6188,4,2024-12-09
801,5241,17,2025-10-18
802,4983,17,2026-04-10
803,312,10,2026-04-26
804,7402,11,2024-12-08
805,4416,20,2025-08-19
806,7094,13,2026-03-02
807,5137,17,2024-12-03
808,5352,4,2026-01-11
809,1397,16,2025-01-25
810,8,4,2025-05-29
811,4545,13,2025-01-18
812,3105,12,2025-02-04
813,6061,12,2024-10-13
814,6520,1,2026-01-21
815,2933,5,2024-07-27
816,3337,13,2024-12-08
817,728,6,2024-10-21
818,4998,9,2024-11-28
819,7943,10,2026-04-05
820,4797,4,2024-07-25
821,361,8,2025-03-22
822,8099,17,2026-06-13
823,5639,20,2026-01-20
824,5963,11,2026-04-26
825,5441,4,2026-03-13
826,1855,17,2025-04-08
827,9637,7,2025-01-20
828,276,17,2024-09-28
829,6148,10,2024-12-25
830,2465,2,2025-12-04
831,5024,9,2026-01-28
832,1505,12,2024-08-14
833,1347,12,2024-07-14
834,3370,2,2024-09-22
835,9040,3,2024-07-25
836,7199,17,2025-12-01
837,9021,10,2025-04-14
838,8660,2,2025-06-28
839,9223,15,2024-09-18
840,8838,7,2024-07-25
841,6329,12,2026-04-28
842,36,15,2025-01-29
843,2909,7,2025-03-21
844,5538,3,2025-11-05
845,1435,12,2026-02-09
846,1836,10,2025-01-08
847,7888,6,2024-08-26
848,2836,16,2026-05-03
849,9731,8,2024-11-23
850,27,6,2025-02-11
851,9983,7,2025-02-17
852,3626,5,2025-04-27
853,5474,5,2025-11-04
854,3571,3,2024-09-06
855,913,1,2024-11-28
856,5697,16,2024-10-20
857,5763,18,2026-03-22
858,1688,20,2025-08-29
859,5817,5,2025-07-22
860,1101,10,2024-12-29
861,7876,9,2025-01-06
862,7856,12,2026-06-05
863,2993,9,2024-10-06
864,14,16,2025-05-06
865,7166,17,2026-03-04
866,4873,18,2025-08-28
867,2025,17,2025-03-04
868,6564,7,2025-01-21
869,6555,4,2025-01-27
870,7506,2,2025-03-12
871,7784,12,2025-08-30
872,7117,19,2024-08-03
873,8957,16,2024-08-17
874,2818,13,2025-09-11
875,7225,18,2024-07-22
876,4436,1,2025-10-26
877,9839,14,2024-07-22
878,7462,8,2024-09-28
879,8675,1,2026-03-16
880,1815,7,2026-01-17
881,8832,16,2025-08-08
882,1977,19,2026-02-06
883,1485,1,2024-09-17
884,7149,4,2025-01-31
885,5524,16,2024-11-03
886,9785,20,2026-07-08
887,7158,3,2024-09-15
888,8175,3,2026-04-23
889,9852,13,2024-10-13
890,620,9,2025-06-02
891,4665,19,2025-09-03
892,7933,5,2025-10-21
893,2530,8,2026-06-11
894,7030,2,2024-09-14
895,5220,11,2026-07-09
896,4935,20,2025-01-19
897,225,7,2026-06-03
898,8055,4,2025-03-01
899,3325,15,2025-09-19
900,1647,3,2024-07-26
901,1993,19,2026-04-04
902,8289,12,2024-12-05
903,2450,8,2025-04-03
904,2302,18,2024-09-01
905,3903,1,2026-05-07
906,8096,8,2026-07-06
907,1759,9,2025-06-19
908,4925,15,2025-05-29
909,3042,7,2025-10-17
910,6347,6,2025-06-03
911,3211,2,2024-10-25
912,5635,6,2025-03-03
913,446,18,2024-07-18
914,6260,8,2026-06-14
915,1794,2,2024-12-23
916,9389,18,2026-05-23
917,137,20,2025-12-13
918,2115,18,2026-06-10
919,6140,4,2025-05-23
920,7075,12,2025-11-24
921,2485,7,2025-07-18
922,7030,8,2026-05-19
923,2800,10,2025-06-06
924,5344,11,2025-11-12
925,9663,15,2025-05-11
926,7143,11,2025-03-08
927,6731,3,2026-03-12
928,9879,11,2024-09-16
929,2195,13,2024-11-28
930,8617,5,2024-11-14
931,8326,15,2026-02-07
932,9234,16,2025-03-19
933,1414,11,2025-03-24
934,3808,20,2024-12-26
935,4727,10,2025-12-05
936,6301,3,2025-04-12
937,3056,15,2025-11-26
938,4877,9,2025-10-05
939,5165,8,2025-05-28
940,4835,13,2026-05-29
941,6837,1,2024-07-27
942,2149,6,2026-04-17
943,6591,4,2026-01-27
944,4032,10,2026-02-14
945,4189,4,2024-09-06
946,6542,9,2025-11-18
947,7583,3,2026-06-11
948,2070,10,2025-05-19
949,8821,15,2025-12-23
950,8997,12,2024-11-14
951,9421,1,2026-01-18
952,2087,18,2025-12-08
953,702,16,2025-09-25
954,2242,4,2025-06-25
955,9360,14,2026-02-25
956,4067,15,2025-09-27
957,6712,13,2025-12-16
958,7928,2,2025-07-19
959,6871,17,2025-10-04
960,1105,18,2024-10-06
961,7692,11,2026-06-10
962,4396,20,2024-09-29
963,3818,7,2026-04-04
964,8578,1,2024-11-23
965,7265,12,2026-03-21
966,3570,15,2025-10-20
967,7617,6,2024-12-15
968,6557,4,2026-05-01
969,3021,10,2025-05-25
970,9415,8,2024-10-30
971,2248,8,2026-02-19
972,5514,12,2024-07-22
973,5591,15,2025-09-17
974,7591,5,2024-12-12
975,8372,18,2025-08-19
976,1111,7,2024-11-14
977,7700,18,2026-02-05
978,5113,14,2026-07-02
979,4093,8,2024-12-04
980,2739,18,2025-10-29
981,9775,7,2026-07-03
982,1629,18,2026-03-28
983,9813,13,2024-07-20
984,9937,13,2024-12-16
985,2408,9,2024-07-31
986,2448,6,2026-05-10
987,2398,6,2026-03-13
988,8770,15,2025-05-10
989,8817,18,2025-12-05
990,6967,18,2025-12-08
991,6660,15,2024-12-30
992,2684,2,2026-03-17
993,1143,6,2025-12-28
994,4577,7,2024-12-21
995,2492,5,2026-05-31
996,2636,9,2026-03-03
997,1914,2,2026-01-30
998,8476,16,2025-08-21
999,9357,2,2024-10-19
1000,5843,7,2026-03-09
1001,707,20,2024-10-12
1002,4082,17,2025-09-13
1003,5624,4,2025-03-07
1004,1571,11,2026-06-07
